loss,exret,custcomplaint,exdelay,lowprior,avglawsuits,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
27.11555605,0.782136301,1.497041009,-1.7869381,No,1.816619825,-0.671783099,0.333863143,0.566470361,0.771224783,-0.995861744,0.100933249,0.452606146,-0.401771782,-0.97614043,0.261624365,-0.000653983,-0.861406968,0.880531763,-0.875401544,-0.075703456
2.344387882,0.074564983,0.814702731,1.784662816,Yes,0.923051644,-0.476572556,-0.360366359,0.092352999,-0.776388532,0.267642897,0.160132778,-0.110086611,0.046305996,0.249620636,-0.798200929,0.481693144,0.247641543,-0.478593161,0.012041063,0.687631691
0.000843085,-1.989351696,-1.86978879,1.763586348,No,2.660534342,-0.809925229,-0.311243152,0.233219558,0.863207981,-0.178199875,0.820598818,-0.986269473,-0.492421238,-0.355311834,0.277575294,-0.222270956,-0.303750124,0.975801854,0.124124727,-0.38131184
2.755373165,0.619825748,0.482029504,0.689600222,No,1.006753636,-0.211079675,-0.384372795,-0.202058247,0.396147384,-0.291022576,0.790698849,0.791138983,-0.104069005,0.814445135,-0.327374593,0.703852805,0.999599691,0.44601729,-0.594126589,0.864838968
2.206294077,-0.05612874,0.456135603,-1.100740644,No,0.889558441,-0.573563537,-0.950511427,-0.558205924,0.540008288,0.221502461,0.356866984,-0.842440049,-0.56853077,-0.089248591,0.605720565,-0.123769417,0.610742788,0.119399108,-0.018346948,0.587045004
1.90563754,-0.155795507,-0.353400286,0.714509357,No,0.803004744,0.281062801,-0.951617333,-0.500067679,0.411953502,-0.012502484,0.71361242,-0.410772895,0.557307809,0.194285263,0.666314274,-0.90166503,0.288698087,0.956153744,0.361382895,-0.563703049
0.686815357,-1.470752384,0.170489471,-0.246470317,No,0.612935388,-0.484760687,0.620953322,-0.502555684,0.560679135,0.424296898,0.602102557,0.477485202,0.616020518,0.944235038,-0.435250001,0.302921629,0.701057484,0.7565003,0.52325784,-0.19765974
0.769920658,-0.478150055,-0.864035954,-0.319786166,Yes,0.511339233,-0.810771914,-0.430946417,0.65382122,0.103510561,0.990792374,0.697768274,-0.377831154,0.029840962,-0.016251404,0.038072343,0.838067718,0.904662014,0.739012968,0.111574038,0.780777174
0.862236435,0.41794156,0.679230774,1.362644293,No,0.385000986,-0.859203317,-0.548068917,0.177119581,-0.154554128,-0.00702654,-0.671493248,-0.097150222,-0.852940992,0.908526901,-0.087162747,0.352453189,0.909320139,0.948142452,-0.313758872,0.494227244
46.91195728,1.358679552,-0.327101015,-1.22788259,No,1.961701454,-0.623287394,0.365448616,0.378013147,-0.196964879,0.498642348,0.997377332,0.706278051,-0.451055618,-0.993142082,-0.458095783,-0.588361582,-0.824665354,-0.884436946,0.161702853,0.851565972
0.937290709,-0.102787727,-1.569082185,-0.511219233,No,0.254483377,0.746276975,-0.240019461,0.868436782,0.54963701,0.682628923,-0.105541061,-0.248855272,-0.399646965,-0.08556274,0.456773607,-0.552279809,0.885687578,0.876208988,0.106781802,-0.769939823
13.20359096,0.387671612,-0.367450756,-0.731194999,Yes,1.606390001,0.962207189,0.776478597,0.342825136,0.662882508,0.110983714,-0.212277594,0.628919201,-0.05455196,-0.350005645,-0.595187716,0.84441987,0.817804499,0.12264212,-0.323831052,-0.244327759
24.73893479,-0.053805041,1.364434929,0.019752007,Yes,1.79119466,-0.218160598,0.293874685,0.681192463,-0.749200642,0.185114725,-0.668335916,-0.852656878,0.330251683,-0.959206651,0.856582021,0.246577285,-0.795819884,0.314610312,-0.667024561,0.791981124
0.544285166,-1.377059557,-0.334281365,-1.572863915,Yes,0.779924335,-0.964202978,0.093686358,-0.055769262,-0.79648326,-0.694368498,0.702540792,0.335046274,-0.711628009,-0.402215756,-0.666054273,-0.849168535,-0.225844895,0.212172147,0.234284031,-0.027650816
11.44752641,-0.414994563,0.732750042,-0.70333327,Yes,1.561337143,-0.910910792,0.33027879,0.092676159,0.928078676,-0.963208504,0.697753555,-0.870346619,0.912681593,0.353421238,-0.101341208,-0.841645804,0.381635923,-0.014625468,0.642744692,0.443191358
11.31296536,-0.394289954,0.94658564,0.715932089,Yes,1.557545969,-0.784471493,0.070414791,0.807054266,-0.427414758,-0.22637592,0.444747671,0.061527179,-0.667460626,0.115332699,0.412837621,0.424342252,-0.466053109,-0.182676892,-0.484850125,0.478883501
1.190712276,-0.059313397,0.004398704,0.465214906,No,0.417793824,0.140601899,-0.650379193,0.938535042,0.239469194,0.680825656,0.697573321,-0.22465816,0.096111798,-0.592202774,0.818441157,0.669096872,-0.615079226,0.25856731,-0.707971982,-0.104641607
8.188849127,1.100025372,-0.352322306,-0.973902306,Yes,1.450094261,0.678037519,-0.159002005,-0.825956917,0.222940669,-0.605072469,-0.526755294,0.588779567,-0.425983189,0.373506235,0.081503977,-0.63133497,-0.208236569,0.416424996,-0.589362803,0.665869012
4.822530094,0.763175748,-0.529695509,0.55921773,No,1.254312045,0.630059652,-0.016001943,0.195531562,0.123320185,0.437830588,-0.364227466,-0.704366161,0.641292851,0.715757766,0.074672962,0.50351756,-0.149947098,-0.92711546,0.900681232,0.856453112
51.36179204,-0.164523596,0.739589226,-2.432639745,Yes,1.984664846,0.723696968,-0.38192722,0.879904214,-0.411107371,0.743472633,0.481122834,0.666263202,0.649498081,-0.337808353,0.132115307,0.823628783,-0.274097975,0.275238598,-0.662390113,0.412469588
0.350052509,-0.25336168,-1.063457415,-0.340484927,No,1.02453507,0.706333637,0.819413905,-0.746867256,0.478840756,-0.553350825,-0.928845623,0.092316034,0.206577538,-0.794565999,-0.509993444,-0.159218821,-0.709319172,-0.996894082,0.316248759,-0.342211581
21.38566495,0.696963375,0.246210844,0.713033195,No,1.750063095,0.59900877,0.724140388,0.852523406,0.553660771,-0.187231817,0.673587756,0.176571356,-0.801844441,0.98834602,0.840493554,0.911761682,0.202850694,0.010182607,0.556537983,-0.225429118
1.908512523,0.556663199,-0.289499367,-0.659037386,No,0.80394288,-0.960536355,-0.445217761,-0.950969968,0.219671478,-0.324000561,-0.102037929,-0.204715282,0.993601585,-0.620279598,-0.505330037,0.625896979,-0.28857857,-0.365028574,0.630650045,-0.108251719
0.177684885,-0.688755695,-2.264889356,-0.036402623,Yes,1.314436613,0.045342193,0.6432788,0.64673304,0.094365558,-0.436458217,0.047260672,0.731771384,0.581668179,-0.342887558,-0.361509946,-0.210580299,0.449250954,-0.796135523,0.223932123,0.263026197
0.075810196,-0.707495157,-1.408850456,-1.593286302,Yes,1.606089189,-0.272976331,0.238784743,0.641262627,0.721426845,0.985035713,0.105969165,-0.622546113,-0.104942107,-0.25164741,-0.956536649,0.107625382,0.312168282,-0.275697996,0.835900264,0.019889005
7.330262409,0.364581962,0.916019329,0.847792797,Yes,1.411386309,0.253969633,0.284555309,-0.808873543,0.072185405,0.288016577,0.014127122,0.565351663,-0.633089633,0.257719659,-0.389435811,-0.963444554,-0.036579035,-0.893885288,0.50724742,0.647823106
40.55336402,0.768532925,-0.191278951,-1.850388849,No,1.924218994,0.831835812,0.496520572,-0.880647625,-0.345851651,-0.942532145,0.970962825,0.072075959,0.630941538,-0.670623569,0.425119937,0.261227373,0.070896194,0.376841227,-0.82171482,0.526468134
4.823058646,-0.112346212,0.803283216,-0.323650632,Yes,1.254355731,-0.63435906,0.232119297,0.217913282,0.808463219,-0.431855867,0.284664832,-0.597093461,0.642516275,-0.529950919,0.858557347,-0.21588019,0.171368729,0.273013378,0.081596362,-0.760516196
38.98272522,0.881107726,1.887474463,-0.255248113,Yes,1.913927534,-0.102819363,-0.620224728,-0.283762444,-0.991823968,0.628836564,0.883344437,-0.097706748,-0.901138605,0.379877978,0.735741023,0.267977446,0.455877746,-0.329083265,0.155851913,0.064130925
26.0841061,0.39810588,1.473881181,0.060921227,No,1.805914219,-0.485717428,0.403852306,-0.575811092,0.275176652,0.35716796,-0.743340102,0.229821525,0.032401331,-0.48655682,0.704649645,0.950605103,0.364033207,-0.13356909,0.979728309,-0.634194297
0.945428493,-0.612026393,0.677268492,-0.823491629,No,0.236890316,0.188237129,-0.149666659,0.23687101,0.746316652,-0.628858754,0.643319569,-0.490081651,0.504334708,0.913876163,-0.178069883,-0.12022845,0.365383338,-0.673977895,-0.697322545,-0.298213524
3.528557153,0.341119691,0.379962687,1.829730485,Yes,1.12289316,-0.207029046,0.667349929,-0.293764764,-0.574485234,-0.941904719,-0.117442012,0.810584576,0.374837127,0.553156658,-0.377607353,-0.447821515,0.372558229,0.442284763,0.725362477,0.422554491
0.208846227,-1.129363096,-0.192798426,-1.429916216,Yes,1.251461966,0.747208816,-0.354836903,0.688884683,-0.764043742,0.711719642,-0.132544356,0.653573087,0.68345753,0.951039934,-0.931575068,0.346555086,0.031758891,0.291651305,-0.583929615,0.072096569
14.34669964,1.433023702,1.577891795,0.254137143,No,1.632029389,-0.650037919,0.943687028,-0.455229509,-0.933062441,0.161464762,0.20654394,0.062742838,-0.159966031,0.186472674,-0.394191351,-0.370942187,0.631160674,0.189117623,-0.244021734,0.761621533
435.7841045,1.980399899,0.596234109,-2.939773695,Yes,2.465187001,0.619020799,-0.068218689,0.925005537,0.565528784,-0.609077552,0.531649097,-0.560486598,0.764968493,0.504332089,-0.420202747,0.058951111,-0.6479866,0.979022536,0.427369155,0.699350738
0.209852596,-0.367221476,-1.173576941,0.002415809,Yes,1.249539882,0.588445554,0.867107678,-0.984782897,0.729767295,-0.064539983,-0.142103999,0.888848985,0.36876943,0.078227956,0.467791982,0.442454916,0.057756782,-0.991548269,0.950746825,-0.159322111
1.706593155,-1.044134626,-0.155642535,0.509665571,Yes,0.731094437,0.209768521,0.264017789,-0.007911248,0.39903084,-0.284271674,0.451727915,-0.227618961,-0.096338665,-0.693971219,-0.236707961,-0.138623596,0.652125942,0.574060546,-0.80988874,-0.752747334
5.495658179,0.569719627,-1.91890982,-1.084720001,Yes,1.30535756,-0.895679496,-0.244828709,-0.392072131,-0.854527134,-0.868872254,0.436677127,-0.526429378,0.350559455,-0.367815608,0.169153842,0.924301711,0.039783671,-0.880850532,0.915715762,-0.110261202
0.666388331,-0.135054604,-0.195258846,0.704832977,Yes,0.63708924,0.382644563,-0.751992187,-0.80006449,0.766827945,0.865258669,-0.961470413,0.128733348,-0.9801983,0.107007329,-0.154473173,0.941345859,-0.395128917,0.072498414,0.284993462,-0.338470704
13.26370469,2.401617761,-2.59232767,0.33097635,Yes,1.607803263,-0.697179438,0.65688006,-0.716229379,-0.161134844,-0.00917981,-0.335385724,0.81375139,0.276328658,0.800697841,0.496981195,-0.535532244,0.1663884,0.981052124,0.768126955,-0.320397038
16.24104836,-0.039240003,1.314002167,0.976327473,Yes,1.66959333,-0.598852023,0.024382891,0.806099173,0.85115956,-0.57232433,-0.654761957,0.12796433,0.250616935,0.135074867,-0.731287633,-0.977864887,-0.294114308,0.277498035,0.655408774,0.819507539
10.60533572,0.689739362,-0.635543001,-0.84333988,Yes,1.536670831,-0.79302577,-0.069863235,0.109258562,0.564650046,-0.749694983,-0.697258354,0.989690966,-0.953343867,-0.66947154,0.419112709,-0.944904726,0.198990235,0.031323839,0.366359845,0.586284793
2.847208095,0.028002159,-0.429978839,-0.970579905,No,1.022907082,-0.974676284,0.847202133,0.188104223,-0.852589327,0.474741125,-0.381449593,-0.822121301,-0.167981824,-0.33464869,0.977245187,0.322196587,0.797663956,-0.654659801,-0.878147079,-0.672594393
8.610892922,-0.743273209,-0.169318332,-1.771531349,Yes,1.467320013,0.305078207,-0.153609811,-0.629211458,-0.680722389,0.09266382,0.191937661,0.829226278,-0.257245625,-0.249560876,0.349246182,-0.013202824,0.093598744,-0.888428483,-0.809464275,-0.7546548
3.028424305,0.1887923,0.612218174,-0.322470342,No,1.052635955,-0.515920501,-0.95454786,0.766816724,0.988475842,-0.040815589,0.685635129,0.395357068,-0.894084691,0.325899304,-0.435262299,0.39671242,0.572047977,0.00718566,-0.592557331,-0.648321958
0.318336257,-1.804958629,0.678340177,-1.338800742,No,1.069881789,-0.742129326,0.534145579,-0.062622037,0.797203769,0.271637243,-0.359729737,0.751925101,-0.63659503,-0.954864834,-0.627640976,0.238444128,-0.385362175,-0.526234989,-0.406404039,-0.420369676
45.08291956,1.465554862,0.567951972,0.688156028,No,1.951538739,-0.883354054,-0.94018124,0.919379937,-0.954870411,-0.459794503,-0.940392106,0.776940882,0.697557029,0.610372905,0.345056656,0.109139923,-0.323740589,0.886363797,-0.03056148,-0.282278283
0.308992709,0.153253338,-0.572542604,0.071280652,No,1.083714722,0.413657957,0.696240583,0.889474646,0.169812653,0.41557512,0.860500542,0.103391333,0.18797534,-0.785691174,0.847077655,0.578098195,0.439928012,0.303287024,0.13778922,-0.615773681
3.553639419,2.17261167,-1.363291256,2.189752359,No,1.126042746,-0.938895226,-0.800190054,-0.370512555,0.684308622,0.084766361,-0.323748303,0.030056756,0.790187231,0.993846248,-0.783655971,-0.9862376,-0.935667216,0.359315664,-0.828173818,-0.54051406
4.427526636,0.475509529,-0.388722244,-1.157707599,No,1.219770924,0.760648382,-0.241301502,-0.771420627,-0.521298937,-0.395595406,-0.991692702,-0.86238549,0.019187712,-0.943177511,0.606751247,-0.125416559,-0.576716054,-0.226172588,0.067690863,0.782909236
0.589240392,-0.709946431,0.277914132,1.181688064,No,0.72726958,-0.967377753,-0.201976453,0.051009316,-0.490757046,-0.317222805,-0.722192808,-0.113749867,0.521551051,0.501973182,0.901607586,-0.300145759,0.282261695,-0.034908093,0.358777044,-0.139375346
6.914544557,0.610726353,-0.823081122,-0.527368362,No,1.390549208,0.020127342,0.556169929,-0.903541591,0.96087154,0.804728263,0.670343161,-0.554342867,-0.282100367,-0.825758631,0.541830362,-0.00530806,-0.884219788,-0.520357209,0.992064268,0.944857472
1.186903574,-0.934097632,-0.068840934,-1.456628011,No,0.413941876,0.288672087,-0.947909229,0.54564369,0.096139155,0.733536721,-0.164734405,-0.311697215,0.958693486,-0.707731415,-0.797252874,-0.839199966,-0.567387706,-0.395378081,-0.406984498,-0.42033896
0.069943553,-1.2536334,-1.167662326,0.57296737,No,1.630971105,0.393540036,-0.0171139,0.055286704,-0.584473343,0.659485706,0.586510361,-0.802300572,0.808261734,-0.040230272,0.136165158,-0.951168888,-0.454927616,0.530001423,0.468121447,0.96228857
25.44398645,0.291446236,-0.008309014,-1.433377705,Yes,1.799021797,0.315866444,0.688608144,0.349023315,0.49272307,0.214519124,0.932466093,-0.683620375,0.939427309,-0.871438248,-0.117108901,0.410481438,0.896369396,0.590427322,-0.67079898,-0.243330234
6.135533984,-0.443291873,0.128855402,-1.055185019,No,1.346884224,-0.486958918,0.864439178,-0.656966134,-0.021098355,-0.077031622,-0.968660688,-0.648441228,0.544623718,0.378588718,0.327213168,0.240999001,-0.940333586,-0.907168891,-0.995485944,0.858628898
6.547006162,0.001105352,-0.145875628,-0.733111877,Yes,1.37076908,0.99554483,0.73000665,0.906722939,-0.476271535,0.108222811,-0.770448281,0.723193216,-0.468037689,0.11001481,-0.372135197,0.611031631,-0.654776542,0.313611214,0.388881392,0.270120922
0.513247984,0.074341324,-0.163910957,0.210907264,No,0.816698323,0.385487023,0.345614456,-0.658492781,0.609766807,0.306527944,0.111667898,0.217619126,-0.871959779,0.269739729,-0.7929229,0.264887862,0.222781644,0.481791579,-0.510985473,0.355707658
12.45061612,-0.589520946,1.763552003,-0.998920727,Yes,1.588008221,-0.898699333,-0.60136352,0.318793934,0.368049088,0.72875123,0.388508582,0.729214836,0.468244791,0.796068947,0.215832472,0.473450141,-0.276888175,0.413611278,-0.82349999,-0.004120474
4.474561846,-0.568668733,0.762586512,1.077850323,No,1.224094945,-0.796669234,0.138902166,0.614638439,-0.356085768,0.875763119,0.277925754,-0.055006284,0.006301686,-0.587038417,-0.8135274,0.303297078,0.865423993,-0.88985848,0.490822786,-0.295817077
11.89061558,-0.135178615,1.111431081,-1.198974383,Yes,1.573451455,-0.039667619,-0.667714569,-0.673231001,-0.824337408,-0.986678367,0.987067625,0.585224575,0.595772308,0.676076722,-0.823037691,-0.516738809,-0.41695871,0.489786771,0.972451532,-0.572915054
6.703175471,1.178086997,-0.923206953,0.216637035,No,1.379340917,-0.061194402,0.301422367,0.125973989,-0.950226211,0.288157182,0.036320661,-0.374602537,-0.911711069,0.566963555,0.285057288,-0.496431381,-0.403414039,-0.312296985,-0.958856761,0.961660293
0.61726646,-1.5235668,0.164341838,0.14308703,No,0.694589436,-0.467608191,-0.314925792,-0.175571078,-0.853956231,-0.225938959,-0.154776465,-0.610622002,0.017373652,0.020182507,0.573859769,-0.307084603,-0.195006298,0.603607581,-0.359228094,-0.396473122
53.48979171,0.593946188,1.154825187,-1.065750091,No,1.994866117,-0.82147788,-0.802565216,0.805051142,-0.871234912,-0.740520142,0.328701356,-0.6855481,0.713375963,0.561998595,-0.064469518,-0.234569179,0.52847534,0.384954359,-0.39306751,0.70758455
6.643744799,0.332950371,-0.056521425,-0.428623411,Yes,1.376108927,0.22292147,-0.575314587,-0.089824075,-0.687692752,0.293345546,-0.755834999,-0.446611667,-0.790426588,0.83267683,-0.267402939,-0.648116933,0.307481072,-0.036237905,0.986941474,-0.585247717
3.589982863,1.063099837,-2.129360648,-0.656179477,Yes,1.130551825,-0.210005355,0.18307892,-0.721820128,-0.610420765,-0.155509353,-0.777806679,-0.38551336,0.67955479,0.850507802,-0.145432502,0.229319782,-0.721794905,0.468059593,-0.69780911,0.707028177
0.341799671,-0.304183924,0.344845762,0.959394327,No,1.036113155,0.079238186,0.034832172,0.596180933,0.067046998,-0.703768852,0.104729272,0.266725023,0.473600266,-0.816229618,-0.974306768,0.20137769,0.883497914,-0.419371371,-0.920847211,0.651181557
0.525293292,0.37001881,-1.904955446,1.556052636,Yes,0.802370563,0.723211916,0.528565416,0.305514254,-0.370240813,-0.208566354,0.755522712,0.806298883,-0.325848249,-0.005789439,-0.698766597,0.809232655,0.061826663,0.638412795,-0.567401889,-0.942252175
0.841613954,0.267098791,-0.811170153,-1.040796434,No,0.415251559,0.504815175,0.341116596,-0.044073395,-0.241296523,-0.469119031,-0.80794696,-0.731317347,-0.545071471,-0.125331571,-0.785926523,-0.833592262,-0.327565805,0.608448709,0.475018334,0.229643748
1.34724582,-0.542520031,1.324004321,0.930572409,Yes,0.545950891,0.516427208,-0.198519798,-0.02077052,0.560301173,-0.303552076,0.017501135,-0.725902817,-0.25845145,0.739594521,0.527441496,0.02117303,0.5814508,0.73267358,-0.375408709,0.605768748
7.26241041,1.207867806,0.615636849,-0.075445931,No,1.408087989,0.847792106,-0.873169789,0.836881,0.360752732,0.388648111,0.51863611,0.35260901,0.772285576,-0.841484797,0.48005251,-0.79775682,-0.450864063,0.062882859,-0.48007165,0.569513205
47.54669837,1.160402616,1.091668956,-1.967195349,No,1.965124004,-0.342060305,-0.250270365,-0.79089894,-0.765649746,0.013893842,-0.89095303,-0.785989817,-0.961622519,0.644097784,-0.995237793,0.133189233,0.426610226,0.117847649,-0.109930489,0.336794104
58.23078588,0.70021365,0.306604862,-0.755903643,Yes,2.016039231,-0.687248174,-0.877590378,-0.21726917,0.671845455,-0.825432871,0.771876002,0.859005208,0.249055465,-0.659615531,-0.912437287,0.659105794,0.542204312,-0.333351446,-0.779276907,0.731347248
8.186806455,1.586833455,-0.110158762,0.461149161,No,1.450008238,-0.569607363,0.674610762,-0.650565255,0.290199348,-0.229094834,0.35557423,-0.663082832,0.650130092,0.820361083,-0.789335544,-0.042136793,0.726560041,0.785226447,-0.401302915,0.70096154
1.29145113,0.558486426,-0.924312773,0.145106631,No,0.505733619,-0.774352941,-0.4272452,-0.566480472,0.852883779,0.971065873,-0.723091042,0.673808577,0.916667543,-0.372210189,0.225140156,0.779544978,0.410427139,0.893798412,-0.132750755,0.031017165
3.258807804,-1.276592208,1.592913754,-2.442311321,No,1.086904515,-0.608431151,0.592465938,-0.15592661,-0.654840984,0.756305316,0.038655392,-0.232943789,0.878819027,0.382040868,0.763688632,0.526572319,0.684644853,0.645355348,-0.240580161,-0.074933671
0.884997492,-0.573265414,0.045010598,0.580318685,No,0.349528922,0.715322055,0.244415612,0.969815863,0.046575891,0.2459877,-0.40184138,0.068043192,0.151674469,0.921473167,0.495038609,0.250914218,-0.436202755,-0.699929814,-0.84841969,-0.859942885
0.220150571,-1.224612615,-0.715128401,0.655051998,No,1.230220936,-0.544585674,0.298127393,0.113132217,-0.454914488,0.984987703,-0.477309379,0.518456498,-0.742164568,-0.727273786,0.9758794,-0.278435981,0.264949402,0.227400931,0.513041025,-0.863695409
1.874895833,-0.473400636,0.8652231,-0.304508837,No,0.792813409,0.53404187,0.047987418,-0.641757309,0.66952437,0.727112353,0.332222709,0.899354799,-0.397597229,-0.425226591,-0.48332397,-0.426125458,0.518767922,-0.762988189,0.206439493,0.764331934
5.396669103,-0.620366677,1.074440958,-0.707568233,No,1.298376652,0.234284326,0.854513295,-0.354332614,0.811063303,-0.470679838,-0.741150056,0.332049399,-0.594224165,0.749212315,-0.64785986,0.779969199,-0.611498855,-0.941555486,0.861124182,-0.686072628
2.388839928,0.042115873,1.895654774,1.971572014,No,0.933170865,0.138128255,0.798421773,-0.910633503,-0.75340596,-0.356878046,0.678576743,-0.910209159,-0.814615024,-0.663075733,-0.186828953,-0.25450469,0.436666502,0.124062617,-0.844451287,-0.683526027
1.401752437,-0.910921649,-0.602997304,-0.089998681,Yes,0.581139566,-0.692059102,0.4948832,0.46337595,0.91725518,-0.977054717,-0.215215591,-0.743746385,-0.710678705,0.952341537,-0.909236371,0.246180383,0.269560431,0.803921211,-0.871739666,-0.757806961
5.242874598,0.158028772,-0.390867821,-0.014017252,Yes,1.287194599,-0.930333569,0.110292009,-0.01515374,-0.059802412,0.911258987,-0.664880435,0.182361725,-0.554933298,0.32311579,-0.245645036,-0.721146885,0.320659889,-0.255838885,-0.807582904,-0.368959219
2.210981073,-0.654584644,-0.416222032,-1.123456937,No,0.890750437,0.995906914,-0.28862291,-0.528735012,0.331667512,0.262327501,-0.78998709,-0.799251736,-0.837393453,-0.166512151,-0.72058893,0.558862614,-0.329737068,-0.463592289,-0.322262833,0.820651787
